2017-09-05:Input file changed to input.txt
2017-09-05:Output file changed to out.simc
2017-09-05:Quiet-Mode enabled
2017-09-05:Path to simc.exe valid, proceeding...
2017-09-05:Profile:079/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:080/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:081/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:082/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:083/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:084/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:085/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:086/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:087/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:088/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:089/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:090/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:091/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:092/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:093/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:094/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:095/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:096/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:097/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:098/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:099/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:100/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:101/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:102/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:103/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:104/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:105/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:106/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:107/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:108/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:109/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:110/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:111/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:112/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:113/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:114/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:115/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:116/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:117/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:118/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:119/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:120/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:121/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:122/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:123/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:124/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:125/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:126/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:127/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:128/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:129/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:130/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:131/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:132/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:133/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:134/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:135/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:136/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:137/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:138/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:139/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:140/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:141/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:142/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:143/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:144/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:145/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:146/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:147/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:148/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:149/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:150/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:151/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:152/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:153/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:154/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:155/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:156/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:157/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:158/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:159/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:160/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:161/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:162/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:163/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:164/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:165/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:166/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:167/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:168/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:169/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:170/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:171/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:172/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:173/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:174/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:175/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:176/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:177/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:178/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:179/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Profile:180/240 Warning, not printed: 3: too few T20-items (4 asked)
2017-09-05:Ending permutations. Valid: 60
2017-09-05:Using class_spec: Shadow Priest
2017-09-05:Entering Stage1
2017-09-05:Entering dynamic mode, stage1
2017-09-05:Sim: Chosen Class/Spec: Shadow Priest
2017-09-05:Sim: Number of permutations: 60
2017-09-05:Sim: Chosen calculation:15
2017-09-05:Sim: (15): Target Error: 5.0%: Time/Profile: 0.19 => Est. calc. time: 11.0 sec
2017-09-05:Estimated calculation time: 11.0
2017-09-05:Entering dynamic mode, stage2
2017-09-05:Checking Files in subdirectory: temp_step1
2017-09-05:Checked all files in temp_step1 : Everything seems to be alright.
